(59)-19-77020,(48)-10-43495,01/01/1978,01:16:55,30
(25)-18-46442,(22)-04-98712,01/01/1978,01:32:53,2280
(25)-27-12826,(29)-27-41714,01/01/1978,02:32:50,1307
(32)-08-56913,(38)-19-38959,01/01/1978,04:21:18,251
(76)-08-29963,(21)-02-70775,01/01/1978,05:00:47,67
(71)-00-02523,(20)-13-64043,01/01/1978,05:20:22,426
(40)-01-36365,(55)-11-07909,01/01/1978,06:56:23,1577
(30)-21-40554,(71)-02-41389,01/01/1978,08:34:43,1948
(75)-00-06794,(76)-05-44868,01/01/1978,11:02:39,3691
(35)-15-48015,(31)-21-08377,01/01/1978,11:26:03,283
(68)-08-52894,(48)-16-57921,01/01/1978,15:19:58,5994
(52)-21-71251,(45)-20-87793,01/01/1978,15:45:06,697
(20)-27-31367,(36)-11-66982,01/01/1978,17:18:40,221
(51)-06-15300,(37)-22-43376,01/01/1978,18:46:49,179
(54)-16-80344,(49)-01-88119,01/01/1978,20:29:41,239
(77)-06-18002,(65)-17-29614,01/01/1978,20:37:30,253
(27)-02-21152,(65)-16-99441,01/01/1978,22:18:04,47
(62)-01-26876,(61)-00-75113,01/01/1978,23:47:36,2271
(61)-19-61239,(45)-14-52489,01/02/1978,00:11:16,783
(77)-00-26361,(32)-26-19925,01/02/1978,00:52:23,448
(21)-25-64821,(25)-10-42574,01/02/1978,01:13:17,56
(78)-05-59517,(36)-23-21066,01/02/1978,02:06:06,80
(31)-21-96363,(51)-11-34755,01/02/1978,03:22:01,67
(42)-24-05902,(64)-04-59287,01/02/1978,05:52:26,643
(34)-08-73260,(47)-02-48317,01/02/1978,05:59:51,27
(47)-15-31205,(37)-08-66654,01/02/1978,06:07:20,366
(59)-13-26889,(79)-07-25926,01/02/1978,08:38:07,221
(26)-03-70608,(51)-19-37052,01/02/1978,09:41:35,1040
(57)-20-31859,(50)-00-81834,01/02/1978,12:14:56,9
(22)-14-86364,(37)-22-82450,01/02/1978,14:56:57,1970
(56)-13-39180,(79)-00-40396,01/02/1978,15:53:55,296
(38)-17-26034,(52)-08-88068,01/02/1978,16:05:57,47
(65)-10-62103,(51)-10-25869,01/02/1978,17:49:37,107
(32)-19-44962,(53)-18-99748,01/02/1978,17:57:23,3125
(67)-06-68648,(65)-09-29742,01/02/1978,18:20:21,157
(26)-03-91113,(77)-02-23333,01/02/1978,18:35:17,502
(24)-05-43333,(76)-02-06700,01/02/1978,19:50:04,197
(58)-05-85816,(61)-17-14391,01/02/1978,22:24:02,295
(30)-01-11256,(54)-21-50832,01/02/1978,23:28:45,235
(60)-16-42666,(59)-14-72825,01/03/1978,00:23:47,295
(59)-01-25607,(38)-24-26338,01/03/1978,03:15:50,247
(68)-13-55737,(67)-14-74524,01/03/1978,03:40:28,634
(24)-28-12218,(56)-21-82345,01/03/1978,04:34:57,267
(27)-08-31425,(61)-02-27708,01/03/1978,06:40:39,360
(52)-20-14405,(49)-00-76575,01/03/1978,08:46:03,427
(45)-01-09907,(78)-01-20068,01/03/1978,09:35:25,177
(24)-19-65702,(21)-28-66414,01/03/1978,10:12:31,177
(50)-02-29885,(22)-18-71035,01/03/1978,10:13:45,868
(76)-02-69242,(63)-13-40894,01/03/1978,10:24:21,76
(38)-09-86377,(28)-11-30831,01/03/1978,11:37:48,442
(31)-24-34761,(26)-15-23366,01/03/1978,11:44:50,158
(54)-10-04901,(78)-04-87258,01/03/1978,12:09:48,238
(61)-05-33683,(77)-07-96098,01/03/1978,12:26:57,348
(71)-16-67356,(46)-11-96206,01/03/1978,13:33:15,266
(69)-02-37063,(47)-03-89577,01/03/1978,16:20:30,1339
(69)-16-09727,(74)-15-18460,01/03/1978,16:48:53,424
(73)-09-38070,(54)-01-78450,01/03/1978,17:29:25,838
(22)-19-34334,(28)-01-70925,01/03/1978,17:31:03,3379
(28)-29-83626,(67)-05-79273,01/03/1978,18:25:03,181
(43)-04-95874,(45)-20-08947,01/03/1978,19:31:49,599
(46)-23-96615,(79)-10-65195,01/03/1978,21:46:35,66
(62)-12-51304,(60)-03-93986,01/03/1978,23:28:46,175
(67)-12-33316,(49)-15-13878,01/04/1978,00:34:06,9
(49)-04-84801,(28)-23-32334,01/04/1978,00:51:47,46
(62)-10-10927,(34)-03-68880,01/04/1978,02:52:40,138
(72)-11-02128,(79)-03-95373,01/04/1978,03:19:33,244
(62)-11-54208,(31)-01-85086,01/04/1978,05:50:07,211
(37)-07-36631,(79)-08-71801,01/04/1978,06:03:40,856
(67)-07-47929,(42)-13-89015,01/04/1978,06:15:11,660
(50)-10-16646,(55)-19-51037,01/04/1978,08:19:00,31
(35)-02-68952,(79)-01-01837,01/04/1978,09:26:25,558
(39)-25-20155,(72)-02-47232,01/04/1978,10:50:26,61
(48)-10-54425,(37)-05-45547,01/04/1978,11:52:24,175
(62)-17-07203,(75)-07-02160,01/04/1978,12:55:09,3580
(51)-19-37240,(23)-21-91685,01/04/1978,13:09:44,183
(22)-13-12181,(34)-24-40618,01/04/1978,14:16:57,181
(21)-25-45664,(77)-00-67778,01/04/1978,14:59:09,156
(35)-00-00531,(54)-16-74626,01/04/1978,15:49:49,595
(44)-08-21998,(44)-10-18866,01/04/1978,16:35:02,183
(68)-06-85436,(33)-22-88777,01/04/1978,19:14:17,752
(38)-05-27401,(33)-26-38299,01/04/1978,20:06:38,2101
(57)-14-41052,(44)-13-20254,01/04/1978,23:29:38,820
(69)-11-12038,(71)-11-53814,01/05/1978,00:32:17,182
(43)-17-84647,(34)-16-48634,01/05/1978,01:26:59,104
(27)-01-01141,(58)-17-12919,01/05/1978,03:43:30,116
(67)-09-83579,(50)-04-89049,01/05/1978,04:07:18,238
(58)-04-39218,(23)-05-93967,01/05/1978,05:13:40,33
(59)-01-77419,(54)-01-48208,01/05/1978,05:39:18,240
(34)-09-51561,(32)-11-42839,01/05/1978,05:54:45,244
(73)-00-67309,(61)-04-65702,01/05/1978,06:40:51,170
(65)-14-10982,(65)-08-03505,01/05/1978,07:12:43,182
(31)-12-73938,(54)-11-85910,01/05/1978,07:35:48,766
(61)-12-99514,(43)-10-09385,01/05/1978,13:24:31,667
(41)-21-76107,(35)-27-47242,01/05/1978,14:51:05,2111
(77)-04-01812,(41)-10-98078,01/05/1978,14:51:31,427
(41)-19-29126,(35)-03-00739,01/05/1978,14:57:07,310
(64)-13-26420,(23)-16-50204,01/05/1978,15:25:28,402
(43)-23-66464,(55)-12-13962,01/05/1978,16:03:14,516
(43)-25-76498,(65)-10-22054,01/05/1978,16:38:26,1995
(26)-04-31681,(28)-15-79482,01/05/1978,16:58:42,587
(46)-13-45278,(56)-03-77807,01/05/1978,17:35:56,2636
(48)-04-87698,(62)-09-40753,01/05/1978,17:38:33,57
(64)-17-44084,(72)-07-69937,01/06/1978,00:27:04,2758
(64)-04-04557,(38)-06-78510,01/06/1978,00:43:15,353
(77)-03-62125,(32)-17-20414,01/06/1978,01:40:01,122
(50)-12-02448,(38)-24-36017,01/06/1978,02:01:42,4607
(72)-08-69563,(44)-03-61283,01/06/1978,02:44:49,494
(78)-00-12255,(34)-26-69387,01/06/1978,03:53:22,97
(35)-12-71260,(69)-05-17441,01/06/1978,04:41:22,208
(45)-24-35410,(62)-03-57619,01/06/1978,06:08:23,55
(39)-25-05173,(47)-24-60949,01/06/1978,06:19:30,209
(28)-12-61007,(35)-06-10737,01/06/1978,07:18:04,858
(60)-00-45477,(33)-15-99694,01/06/1978,07:58:11,1888
(62)-14-83864,(37)-25-87276,01/06/1978,08:23:25,371
(43)-23-41553,(62)-09-15574,01/06/1978,08:34:16,6929
(38)-09-54356,(64)-17-88600,01/06/1978,10:15:06,36
(53)-21-88764,(75)-00-87319,01/06/1978,10:23:27,95
(29)-08-09695,(65)-07-20378,01/06/1978,12:14:39,113
(26)-09-22264,(45)-19-23456,01/06/1978,12:38:44,3506
(46)-09-18060,(37)-22-54659,01/06/1978,12:47:12,656
(36)-06-47213,(70)-08-03718,01/06/1978,13:21:53,1064
(56)-10-74101,(34)-23-54628,01/06/1978,13:37:01,467
(53)-15-82660,(30)-25-01691,01/06/1978,15:18:23,256
(26)-29-54875,(59)-04-69617,01/06/1978,16:40:16,491
(47)-04-80901,(54)-21-67010,01/06/1978,16:47:06,40
(77)-13-17473,(20)-02-23712,01/06/1978,17:33:09,204
(37)-00-70960,(24)-22-50100,01/06/1978,17:37:46,34
(57)-13-22402,(23)-19-65251,01/06/1978,17:39:26,100
(52)-02-87266,(77)-03-61519,01/06/1978,18:30:08,187
(43)-21-64934,(53)-19-29903,01/06/1978,18:58:29,62
(29)-29-55025,(73)-15-72224,01/06/1978,19:38:22,126
(27)-21-12952,(26)-17-65703,01/06/1978,20:39:06,349
(67)-15-73847,(69)-01-79022,01/06/1978,21:36:17,869
(57)-02-47135,(72)-02-94139,01/06/1978,21:54:49,986
(62)-03-57619,(43)-06-10359,01/06/1978,23:06:27,201
(37)-18-95742,(59)-02-55609,01/06/1978,23:24:01,803
(36)-18-64252,(32)-04-24390,01/07/1978,00:21:33,296
(26)-23-76732,(68)-06-85989,01/07/1978,01:55:02,95
(78)-08-33394,(34)-09-92023,01/07/1978,03:09:15,3105
(60)-03-39865,(70)-08-49199,01/07/1978,03:54:14,102
(42)-14-90723,(67)-00-58927,01/07/1978,04:30:46,2744
(54)-18-07048,(24)-11-92394,01/07/1978,04:59:06,15
(58)-00-84185,(57)-16-18702,01/07/1978,07:04:37,486
(27)-04-61303,(53)-10-13552,01/07/1978,07:49:11,427
(40)-02-11164,(61)-09-64473,01/07/1978,08:44:08,269
(33)-06-73362,(69)-07-16588,01/07/1978,08:51:21,34
(59)-16-65518,(67)-06-48806,01/07/1978,09:27:57,2255
(54)-06-69651,(74)-08-32238,01/07/1978,10:26:37,4928
(63)-00-86526,(53)-07-77090,01/07/1978,11:54:27,1580
(57)-07-10550,(41)-15-21192,01/07/1978,13:37:23,3239
(39)-10-97216,(71)-09-37371,01/07/1978,13:41:27,1459
(73)-01-86571,(65)-00-08092,01/07/1978,13:56:03,112
(27)-00-94255,(48)-00-18928,01/07/1978,14:11:02,37
(50)-07-46154,(76)-00-02127,01/07/1978,15:20:23,264
(37)-23-85811,(45)-00-69043,01/07/1978,16:01:02,811
(56)-08-42577,(39)-11-36648,01/07/1978,16:35:59,269
(50)-15-80858,(48)-00-80156,01/07/1978,20:07:19,2976
(24)-20-50746,(64)-17-62037,01/07/1978,20:08:23,192
(65)-07-30955,(20)-08-92306,01/07/1978,21:02:11,137
(67)-16-74361,(36)-11-23473,01/07/1978,21:08:22,1696
(78)-12-64597,(78)-05-18584,01/07/1978,21:13:56,551
(68)-06-69619,(67)-10-05421,01/07/1978,21:28:15,717
(54)-21-77274,(24)-18-74126,01/07/1978,22:13:55,37
(38)-26-31354,(25)-08-01749,01/07/1978,22:43:07,194
(65)-13-80440,(57)-10-19967,01/07/1978,22:58:49,568
(71)-16-37562,(58)-18-03933,01/08/1978,01:00:58,9
(72)-04-38917,(38)-19-75594,01/08/1978,02:51:36,164
(43)-10-61381,(30)-25-48647,01/08/1978,02:54:00,228
(40)-08-30446,(68)-09-56386,01/08/1978,02:58:31,288
(54)-09-04029,(58)-17-12919,01/08/1978,02:59:02,247
(62)-04-24928,(73)-03-99931,01/08/1978,03:42:55,298
(25)-21-58263,(55)-13-89264,01/08/1978,04:31:08,22
(68)-13-11701,(48)-01-17852,01/08/1978,06:29:29,541
(79)-10-53822,(35)-25-69289,01/08/1978,06:30:59,197
(34)-13-12550,(72)-08-57663,01/08/1978,07:01:42,511
(31)-21-95807,(64)-18-81616,01/08/1978,08:12:07,5745
(24)-28-28593,(39)-05-10240,01/08/1978,08:30:56,401
(24)-28-37854,(57)-12-61672,01/08/1978,10:37:52,550
(56)-16-02997,(20)-15-24304,01/08/1978,10:59:55,1959
(22)-24-35453,(31)-28-27296,01/08/1978,12:06:01,756
(77)-06-12394,(56)-02-73455,01/08/1978,12:31:14,1094
(28)-30-47232,(26)-09-76931,01/08/1978,14:33:40,3307
(22)-00-39742,(59)-03-39521,01/08/1978,15:21:41,153
(29)-01-72151,(44)-02-08975,01/08/1978,15:25:57,395
(64)-11-97128,(45)-11-84995,01/08/1978,16:25:33,393
(47)-09-99274,(45)-10-98721,01/08/1978,16:52:50,11
(36)-17-31461,(65)-08-96227,01/08/1978,16:55:57,52
(74)-12-81799,(36)-06-59532,01/08/1978,18:20:06,382
(30)-09-94834,(43)-03-56590,01/08/1978,19:03:40,2774
(68)-15-52077,(55)-04-59836,01/08/1978,20:03:53,2600
(44)-16-96986,(52)-08-98916,01/08/1978,20:22:30,27
(23)-31-16250,(20)-29-73312,01/08/1978,20:52:54,117
(69)-15-86446,(74)-13-14643,01/08/1978,21:46:58,1288
(59)-01-96382,(33)-03-79409,01/08/1978,22:47:07,271
(39)-14-07449,(44)-09-56451,01/08/1978,22:48:38,141
(70)-14-71744,(34)-26-01582,01/08/1978,22:51:04,20
(30)-22-51711,(39)-07-42357,01/08/1978,23:42:02,247
(71)-16-07300,(77)-07-38590,01/09/1978,00:20:57,610
(77)-11-53395,(27)-20-23129,01/09/1978,00:48:19,99
(52)-18-48975,(59)-08-39790,01/09/1978,01:10:41,32
(48)-21-96259,(73)-09-16698,01/09/1978,06:51:25,2941
(62)-07-50713,(35)-14-39190,01/09/1978,06:58:56,212
(42)-06-39057,(40)-10-86896,01/09/1978,08:29:48,791
(20)-11-42186,(47)-12-98772,01/09/1978,08:50:02,169
(20)-07-02203,(24)-30-70796,01/09/1978,09:20:20,721
(54)-19-52220,(65)-13-78879,01/09/1978,10:50:41,240
(68)-06-77089,(67)-12-39381,01/09/1978,10:52:05,298
(20)-18-16647,(49)-03-40692,01/09/1978,11:01:02,283
(63)-11-41272,(46)-11-24423,01/09/1978,11:18:02,6104
(79)-02-93967,(66)-10-86429,01/09/1978,12:58:36,3238
(76)-02-42093,(50)-19-64269,01/09/1978,14:18:57,215
(67)-15-25986,(54)-00-58170,01/09/1978,14:22:40,1918
(27)-23-70834,(20)-29-41454,01/09/1978,15:00:10,129
(40)-08-14324,(28)-14-94032,01/09/1978,15:30:02,187
(33)-01-65337,(50)-18-93885,01/09/1978,15:33:41,739
(76)-13-78600,(57)-11-87586,01/09/1978,15:55:52,1745
(59)-04-28548,(78)-12-11220,01/09/1978,16:10:09,103
(21)-27-86827,(46)-22-90466,01/09/1978,17:45:29,5757
(53)-05-34090,(28)-24-93891,01/09/1978,18:42:22,1545
(58)-04-80947,(72)-05-10042,01/09/1978,19:09:24,588
(27)-02-50343,(31)-29-79628,01/09/1978,19:53:26,611
(34)-28-29484,(34)-21-50927,01/09/1978,20:16:41,19
(65)-10-93997,(72)-08-14636,01/09/1978,20:50:02,197
(24)-07-13914,(69)-08-72440,01/09/1978,22:13:51,133
(41)-01-84906,(42)-14-78252,01/09/1978,23:24:11,4457
(50)-07-81352,(79)-11-53907,01/10/1978,00:01:09,5
(58)-10-01302,(74)-00-39962,01/10/1978,01:18:54,747
(74)-02-94935,(74)-11-93166,01/10/1978,01:36:41,235
(65)-05-73578,(63)-00-01513,01/10/1978,02:44:29,904
(58)-06-28233,(51)-22-53468,01/10/1978,02:49:26,279
