(70)-10-92427,(49)-21-31056,01/02/1978,09:57:53,1162
(75)-04-69303,(64)-10-97305,01/03/1978,05:05:32,811
(68)-12-12089,(34)-23-53658,01/03/1978,13:28:49,49
(71)-09-17086,(41)-05-03224,01/04/1978,02:21:11,1439
(52)-21-40388,(60)-07-73966,01/05/1978,10:15:21,2665
(35)-07-48196,(24)-26-39968,01/07/1978,10:15:56,347
(69)-09-55591,(60)-02-01915,01/07/1978,14:38:45,15
(70)-14-62679,(71)-13-99675,01/09/1978,09:56:14,489
(61)-13-48965,(79)-12-28366,01/10/1978,02:28:13,831
(44)-16-24788,(68)-13-26270,01/10/1978,08:30:42,335
(40)-00-17394,(40)-15-35436,01/10/1978,15:34:07,70
(30)-28-86839,(70)-07-78072,01/10/1978,19:36:12,83
(66)-05-89457,(54)-18-83770,01/11/1978,18:22:17,62
(73)-09-75051,(68)-02-58811,01/12/1978,05:16:08,535
(54)-12-51613,(61)-16-03661,01/12/1978,07:38:34,1155
(26)-04-66081,(60)-17-62446,01/13/1978,20:57:16,1840
(49)-13-69795,(54)-03-75686,01/14/1978,08:44:40,2973
(75)-09-41210,(54)-09-54455,01/15/1978,02:04:39,249
(48)-15-49225,(28)-10-88645,01/16/1978,09:13:29,1122
(42)-01-94572,(62)-08-80381,01/17/1978,13:18:41,246
(64)-11-93512,(34)-09-57393,01/18/1978,09:06:29,111
(28)-13-55117,(43)-15-72454,01/18/1978,13:43:55,252
(58)-00-71182,(69)-16-52615,01/18/1978,20:10:50,1137
(46)-03-78082,(33)-02-91218,01/19/1978,00:12:23,112
(66)-02-84119,(22)-00-65689,01/19/1978,23:55:46,37
(74)-09-60346,(40)-16-57958,01/20/1978,16:07:40,245
(66)-11-93155,(48)-07-53949,01/21/1978,00:09:49,1378
(66)-16-47763,(79)-12-65457,01/21/1978,06:38:16,48
(40)-23-16008,(59)-19-69715,01/21/1978,10:46:17,2113
(53)-04-81186,(52)-15-94475,01/21/1978,16:11:00,2668
(61)-12-16951,(45)-17-28514,01/22/1978,01:16:05,38
(65)-08-49788,(38)-04-13775,01/22/1978,10:56:21,425
(49)-10-46820,(56)-10-45307,01/22/1978,23:11:50,144
(59)-19-72029,(56)-04-64910,01/22/1978,23:15:09,174
(77)-13-12467,(73)-00-34445,01/24/1978,00:54:46,794
(78)-02-70778,(38)-05-18267,01/24/1978,14:46:14,852
(33)-22-32964,(50)-03-75005,01/25/1978,02:12:52,745
(47)-10-66532,(63)-02-84928,01/25/1978,03:41:23,50
(74)-07-42357,(34)-15-99695,01/25/1978,10:50:12,602
(38)-00-90040,(76)-11-21462,01/27/1978,14:37:52,177
